Index,Area_unit_2013_code,Area_unit_2013_label,Victimisations_calendar_year_2015,Population_mid_point_2015, Rate_per_10000_population , Rate_ratio_NZ_average_rate ,Urban_area_2013_code,Urban_area_2013_label,Urban_area_type,Territorial_authority_area_2013_code,Territorial_authority_area_2013_label,Region_2013_code,Region_2013_label
1247,541501,Rangipo,2,110,182,3.5,502,Rural (Incl.some Off Shore Islands),Rural area,21,Taupo District,3,Waikato Region
1248,532400,Ohura,2,140,143,2.7,501,Rural Centre,Rural area,36,Ruapehu District,8,Manawatu-Wanganui Region
1249,549601,Porangahau,2,200,100,1.9,502,Rural (Incl.some Off Shore Islands),Rural area,32,Central Hawke's Bay District,6,Hawke's Bay Region
1250,580451,Weld Pass,2,210,95,1.8,502,Rural (Incl.some Off Shore Islands),Rural area,53,Marlborough District,18,Marlborough Region
1251,545201,Tuai,2,220,91,1.7,501,Rural Centre,Rural area,29,Wairoa District,6,Hawke's Bay Region
1252,612712,Manapouri,2,240,83,1.6,501,Rural Centre,Rural area,73,Southland District,15,Southland Region
1253,535211,Mangakaretu,2,240,83,1.6,102,Tokoroa,Secondary urban area,19,South Waikato District,3,Waikato Region
1254,538721,Poets Corner,2,280,71,1.4,10,Rotorua,Main urban area,24,Rotorua District,4,Bay of Plenty Region
1255,609028,Lake Hayes,2,310,65,1.2,502,Rural (Incl.some Off Shore Islands),Rural area,70,Queenstown-Lakes District,14,Otago Region
1256,585313,Fox Glacier,2,320,63,1.2,501,Rural Centre,Rural area,57,Westland District,12,West Coast Region
1257,584938,Ahaura,2,340,59,1.1,502,Rural (Incl.some Off Shore Islands),Rural area,56,Grey District,12,West Coast Region
1258,597715,Ashburton East,2,350,57,1.1,112,Ashburton,Secondary urban area,63,Ashburton District,13,Canterbury Region
1259,584402,Karamea,2,350,57,1.1,501,Rural Centre,Rural area,55,Buller District,12,West Coast Region
1260,531100,Kawhia Community,2,350,57,1.1,501,Rural Centre,Rural area,18,Otorohanga District,3,Waikato Region
1261,573522,Grenada North,2,370,54,1,20,Wellington Zone,Main urban area,47,Wellington City,9,Wellington Region
1262,584937,Nelson Creek-Ngahere,2,370,54,1,502,Rural (Incl.some Off Shore Islands),Rural area,56,Grey District,12,West Coast Region
1263,569600,Haywards-Manor Park,2,400,50,1,18,Lower Hutt Zone,Main urban area,46,Lower Hutt City,9,Wellington Region
1264,558700,Hunterville,2,420,48,0.9,501,Rural Centre,Rural area,38,Rangitikei District,8,Manawatu-Wanganui Region
1265,550600,Urenui,2,420,48,0.9,501,Rural Centre,Rural area,33,New Plymouth District,7,Taranaki Region
1266,531500,Piopio,2,430,47,0.9,501,Rural Centre,Rural area,20,Waitomo District,3,Waikato Region
1267,585504,Culverden,2,440,45,0.9,501,Rural Centre,Rural area,58,Hurunui District,13,Canterbury Region
1268,598314,Pareora,2,450,44,0.8,501,Rural Centre,Rural area,64,Timaru District,13,Canterbury Region
1269,585312,Franz Josef,2,500,40,0.8,501,Rural Centre,Rural area,57,Westland District,12,West Coast Region
1270,580200,Havelock,2,520,38,0.7,501,Rural Centre,Rural area,53,Marlborough District,18,Marlborough Region
1271,581843,Murchison,2,530,38,0.7,501,Rural Centre,Rural area,51,Tasman District,16,Tasman Region
1272,521302,Runciman,2,540,37,0.7,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1273,612500,Tuatapere,2,570,35,0.7,501,Rural Centre,Rural area,73,Southland District,15,Southland Region
1274,604221,Corstorphine West,2,570,35,0.7,23,Dunedin,Main urban area,71,Dunedin City,14,Otago Region
1275,610052,Oreti Beach,2,580,34,0.7,502,Rural (Incl.some Off Shore Islands),Rural area,75,Invercargill City,15,Southland Region
1276,545750,Brookvale,2,610,33,0.6,13,Hastings Zone,Main urban area,30,Hastings District,6,Hawke's Bay Region
1277,585316,Waimea-Arahura,2,670,30,0.6,502,Rural (Incl.some Off Shore Islands),Rural area,57,Westland District,12,West Coast Region
1278,561812,Longburn,2,680,29,0.6,16,Palmerston North,Main urban area,40,Palmerston North City,8,Manawatu-Wanganui Region
1279,506658,Omaha,2,680,29,0.6,502,Rural (Incl.some Off Shore Islands),Rural area,76,Auckland,2,Auckland Region
1280,545852,Pakipaki,2,690,29,0.6,13,Hastings Zone,Main urban area,30,Hastings District,6,Hawke's Bay Region
1281,612600,Otautau,2,720,28,0.5,501,Rural Centre,Rural area,73,Southland District,15,Southland Region
1282,535320,Parkdale,2,720,28,0.5,102,Tokoroa,Secondary urban area,19,South Waikato District,3,Waikato Region
1283,601301,Waihemo,2,750,27,0.5,502,Rural (Incl.some Off Shore Islands),Rural area,68,Waitaki District,14,Otago Region
1284,602200,Outram,2,760,26,0.5,501,Rural Centre,Rural area,71,Dunedin City,14,Otago Region
1285,606900,Kaitangata,2,770,26,0.5,501,Rural Centre,Rural area,72,Clutha District,14,Otago Region
1286,603720,Balmacewen,2,790,25,0.5,23,Dunedin,Main urban area,71,Dunedin City,14,Otago Region
1287,564011,Lake Horowhenua,2,790,25,0.5,107,Levin,Secondary urban area,42,Horowhenua District,8,Manawatu-Wanganui Region
1288,600600,Weston,2,840,24,0.5,114,Oamaru,Secondary urban area,68,Waitaki District,14,Otago Region
1289,535231,Te Poi,2,850,24,0.4,502,Rural (Incl.some Off Shore Islands),Rural area,15,Matamata-Piako District,3,Waikato Region
1290,527936,Kihikihi Flat,2,870,23,0.4,8,Te Awamutu Zone,Main urban area,17,Waipa District,3,Waikato Region
1291,515432,St Lukes North,2,870,23,0.4,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1292,586407,Kaiapoi East,2,890,22,0.4,22,Christchurch,Main urban area,59,Waimakariri District,13,Canterbury Region
1293,553900,Normanby,2,900,22,0.4,105,Hawera,Secondary urban area,35,South Taranaki District,7,Taranaki Region
1294,551012,Glen Avon,2,960,21,0.4,14,New Plymouth,Main urban area,33,New Plymouth District,7,Taranaki Region
1295,523819,Mill Road,2,970,21,0.4,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1296,551021,Carrington,2,980,20,0.4,14,New Plymouth,Main urban area,33,New Plymouth District,7,Taranaki Region
1297,527935,Te Rahu,2,990,20,0.4,8,Te Awamutu Zone,Main urban area,17,Waipa District,3,Waikato Region
1298,526702,Te Akau,2,1010,20,0.4,502,Rural (Incl.some Off Shore Islands),Rural area,13,Waikato District,3,Waikato Region
1299,500207,Houhora,2,1010,20,0.4,502,Rural (Incl.some Off Shore Islands),Rural area,1,Far North District,1,Northland Region
1300,612802,Riverton West,2,1050,19,0.4,299,Riverton,Minor urban area,73,Southland District,15,Southland Region
1301,607501,Teviot,2,1090,18,0.4,502,Rural (Incl.some Off Shore Islands),Rural area,69,Central Otago District,14,Otago Region
1302,560302,Whakarongo,2,1090,18,0.4,16,Palmerston North,Main urban area,40,Palmerston North City,8,Manawatu-Wanganui Region
1303,535900,Maketu Community,2,1100,18,0.3,501,Rural Centre,Rural area,22,Western Bay of Plenty District,4,Bay of Plenty Region
1304,508900,Long Bay,2,1110,18,0.3,2,Northern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1305,608000,Maniototo,2,1120,18,0.3,502,Rural (Incl.some Off Shore Islands),Rural area,69,Central Otago District,14,Otago Region
1306,560412,Maewa,2,1150,17,0.3,106,Feilding,Secondary urban area,39,Manawatu District,8,Manawatu-Wanganui Region
1307,560000,Pohangina,2,1160,17,0.3,502,Rural (Incl.some Off Shore Islands),Rural area,39,Manawatu District,8,Manawatu-Wanganui Region
1308,521111,Paerata-Cape Hill,2,1170,17,0.3,101,Pukekohe,Secondary urban area,76,Auckland,2,Auckland Region
1309,506003,Silverdale South,2,1190,17,0.3,2,Northern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1310,580449,Rapaura,2,1240,16,0.3,502,Rural (Incl.some Off Shore Islands),Rural area,53,Marlborough District,18,Marlborough Region
1311,554900,Tangiwai,2,1280,16,0.3,502,Rural (Incl.some Off Shore Islands),Rural area,36,Ruapehu District,8,Manawatu-Wanganui Region
1312,538602,Ngongotaha South,2,1300,15,0.3,10,Rotorua,Main urban area,24,Rotorua District,4,Bay of Plenty Region
1313,597513,Rolleston South East,2,1320,15,0.3,300,Rolleston,Minor urban area,62,Selwyn District,13,Canterbury Region
1314,612730,Te Waewae,2,1330,15,0.3,502,Rural (Incl.some Off Shore Islands),Rural area,73,Southland District,15,Southland Region
1315,533400,Tairua,2,1330,15,0.3,224,Tairua,Minor urban area,11,Thames-Coromandel District,3,Waikato Region
1316,545841,Maraekakaho,2,1340,15,0.3,502,Rural (Incl.some Off Shore Islands),Rural area,30,Hastings District,6,Hawke's Bay Region
1317,598320,Pleasant Point,2,1350,15,0.3,284,Pleasant Point,Minor urban area,64,Timaru District,13,Canterbury Region
1318,569001,Woburn North,2,1350,15,0.3,18,Lower Hutt Zone,Main urban area,46,Lower Hutt City,9,Wellington Region
1319,531001,Te Awamutu West,2,1370,15,0.3,8,Te Awamutu Zone,Main urban area,17,Waipa District,3,Waikato Region
1320,501819,Bream Head,2,1430,14,0.3,502,Rural (Incl.some Off Shore Islands),Rural area,2,Whangarei District,1,Northland Region
1321,591200,Rapaki Track,2,1460,14,0.3,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
1322,559700,Kiwitea,2,1460,14,0.3,502,Rural (Incl.some Off Shore Islands),Rural area,39,Manawatu District,8,Manawatu-Wanganui Region
1323,602000,Brighton,2,1470,14,0.3,23,Dunedin,Main urban area,71,Dunedin City,14,Otago Region
1324,503400,Maunu,2,1480,14,0.3,1,Whangarei,Main urban area,2,Whangarei District,1,Northland Region
1325,557900,Durie Hill,2,1500,13,0.3,15,Wanganui,Main urban area,37,Wanganui District,8,Manawatu-Wanganui Region
1326,596502,Diamond Harbour,2,1570,13,0.2,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
1327,527134,Swayne,2,1610,12,0.2,7,Cambridge Zone,Main urban area,17,Waipa District,3,Waikato Region
1328,606220,East Taieri,2,1630,12,0.2,23,Dunedin,Main urban area,71,Dunedin City,14,Otago Region
1329,563102,Hokowhitu Lagoon,2,1640,12,0.2,16,Palmerston North,Main urban area,40,Palmerston North City,8,Manawatu-Wanganui Region
1330,532501,Ngapuke,2,1640,12,0.2,502,Rural (Incl.some Off Shore Islands),Rural area,36,Ruapehu District,8,Manawatu-Wanganui Region
1331,541710,Nukuhau,2,1640,12,0.2,103,Taupo,Secondary urban area,21,Taupo District,3,Waikato Region
1332,551600,Upper Westown,2,1670,12,0.2,14,New Plymouth,Main urban area,33,New Plymouth District,7,Taranaki Region
1333,538850,Ngakuru,2,1710,12,0.2,502,Rural (Incl.some Off Shore Islands),Rural area,24,Rotorua District,3,Waikato Region
1334,578402,Whareama,2,1740,11,0.2,502,Rural (Incl.some Off Shore Islands),Rural area,48,Masterton District,9,Wellington Region
1335,566200,Paekakariki,2,1750,11,0.2,25,Kapiti,Main urban area,43,Kapiti Coast District,9,Wellington Region
1336,504502,Maungaru,2,1800,11,0.2,502,Rural (Incl.some Off Shore Islands),Rural area,3,Kaipara District,1,Northland Region
1337,579502,Te Wharau,2,1830,11,0.2,502,Rural (Incl.some Off Shore Islands),Rural area,49,Carterton District,9,Wellington Region
1338,545730,Clive,2,1850,11,0.2,13,Hastings Zone,Main urban area,30,Hastings District,6,Hawke's Bay Region
1339,540100,Kawaha Point,2,1870,11,0.2,10,Rotorua,Main urban area,24,Rotorua District,4,Bay of Plenty Region
1340,581822,Brightwater,2,1910,10,0.2,271,Brightwater,Minor urban area,51,Tasman District,16,Tasman Region
1341,597830,Netherby,2,1940,10,0.2,112,Ashburton,Secondary urban area,63,Ashburton District,13,Canterbury Region
1342,531301,Otorohanga Rural West,2,1980,10,0.2,502,Rural (Incl.some Off Shore Islands),Rural area,18,Otorohanga District,3,Waikato Region
1343,610051,Waianiwa,2,2010,10,0.2,502,Rural (Incl.some Off Shore Islands),Rural area,73,Southland District,15,Southland Region
1344,587849,Trents-Ladbrooks,2,2020,10,0.2,22,Christchurch,Main urban area,62,Selwyn District,13,Canterbury Region
1345,541750,Waipahihi,2,2020,10,0.2,103,Taupo,Secondary urban area,21,Taupo District,3,Waikato Region
1346,559220,Pohonui-Porewa,2,2090,10,0.2,502,Rural (Incl.some Off Shore Islands),Rural area,38,Rangitikei District,8,Manawatu-Wanganui Region
1347,574702,Wilton,2,2140,9,0.2,20,Wellington Zone,Main urban area,47,Wellington City,9,Wellington Region
1348,569301,Normandale,2,2140,9,0.2,18,Lower Hutt Zone,Main urban area,46,Lower Hutt City,9,Wellington Region
1349,557200,St Johns Hill,2,2230,9,0.2,15,Wanganui,Main urban area,37,Wanganui District,8,Manawatu-Wanganui Region
1350,575800,Kingston-Mornington,2,2300,9,0.2,20,Wellington Zone,Main urban area,47,Wellington City,9,Wellington Region
1351,563703,Waikanae East,2,2300,9,0.2,25,Kapiti,Main urban area,43,Kapiti Coast District,9,Wellington Region
1352,527004,Matangi,2,2340,9,0.2,6,Hamilton Zone,Main urban area,13,Waikato District,3,Waikato Region
1353,523202,Turanga,2,2350,9,0.2,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1354,583100,Tahuna Hills,2,2400,8,0.2,21,Nelson,Main urban area,52,Nelson City,17,Nelson Region
1355,587302,Halswell South,2,2460,8,0.2,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
1356,608304,Hawea,2,2480,8,0.2,502,Rural (Incl.some Off Shore Islands),Rural area,70,Queenstown-Lakes District,14,Otago Region
1357,521153,Otaua,2,2520,8,0.2,502,Rural (Incl.some Off Shore Islands),Rural area,13,Waikato District,3,Waikato Region
1358,595500,Beckenham,2,2560,8,0.1,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
1359,533901,Hauraki Plains,2,2610,8,0.1,502,Rural (Incl.some Off Shore Islands),Rural area,12,Hauraki District,3,Waikato Region
1360,572100,Paremata-Postgate,2,2650,8,0.1,19,Porirua Zone,Main urban area,44,Porirua City,9,Wellington Region
1361,577301,Miramar North,2,2650,8,0.1,20,Wellington Zone,Main urban area,47,Wellington City,9,Wellington Region
1362,501620,Pokere-Waihaha,2,2650,8,0.1,502,Rural (Incl.some Off Shore Islands),Rural area,1,Far North District,1,Northland Region
1363,574304,Rangoon Heights,2,2660,8,0.1,20,Wellington Zone,Main urban area,47,Wellington City,9,Wellington Region
1364,609922,Otatara,2,2680,7,0.1,24,Invercargill,Main urban area,75,Invercargill City,15,Southland Region
1365,505807,Red Beach West,2,2730,7,0.1,2,Northern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1366,582100,Atawhai,2,2790,7,0.1,21,Nelson,Main urban area,52,Nelson City,17,Nelson Region
1367,536000,Omokoroa,2,2790,7,0.1,9,Tauranga,Main urban area,22,Western Bay of Plenty District,4,Bay of Plenty Region
1368,546801,Hospital Hill,2,2810,7,0.1,12,Napier Zone,Main urban area,31,Napier City,6,Hawke's Bay Region
1369,527005,Sylvester,2,2850,7,0.1,6,Hamilton Zone,Main urban area,16,Hamilton City,3,Waikato Region
1370,501614,Kapiro,2,2870,7,0.1,502,Rural (Incl.some Off Shore Islands),Rural area,1,Far North District,1,Northland Region
1371,527502,Cambridge West,2,2880,7,0.1,7,Cambridge Zone,Main urban area,17,Waipa District,3,Waikato Region
1372,528505,Brymer,2,2930,7,0.1,6,Hamilton Zone,Main urban area,16,Hamilton City,3,Waikato Region
1373,585803,Leithfield,2,3080,6,0.1,502,Rural (Incl.some Off Shore Islands),Rural area,58,Hurunui District,13,Canterbury Region
1374,551112,Kaitake,2,3110,6,0.1,502,Rural (Incl.some Off Shore Islands),Rural area,33,New Plymouth District,7,Taranaki Region
1375,512902,Otimai,2,3170,6,0.1,3,Western Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1376,610900,Windsor,2,3190,6,0.1,24,Invercargill,Main urban area,75,Invercargill City,15,Southland Region
1377,580446,Marlborough Sounds Terrestrial,2,3300,6,0.1,502,Rural (Incl.some Off Shore Islands),Rural area,53,Marlborough District,18,Marlborough Region
1378,583700,Enner Glynn,2,3380,6,0.1,21,Nelson,Main urban area,52,Nelson City,17,Nelson Region
1379,588800,Russley,2,3400,6,0.1,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
1380,527008,Rototuna,2,3440,6,0.1,6,Hamilton Zone,Main urban area,16,Hamilton City,3,Waikato Region
1381,516601,Kohimarama West,2,3690,5,0.1,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1382,576100,Melrose-Houghton Bay-Southgate,2,3760,5,0.1,20,Wellington Zone,Main urban area,47,Wellington City,9,Wellington Region
1383,574600,Wadestown,2,3830,5,0.1,20,Wellington Zone,Main urban area,47,Wellington City,9,Wellington Region
1384,519720,Onehunga North East,2,3920,5,0.1,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1385,519001,Waikowhai West,2,4000,5,0.1,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1386,527006,Flagstaff,2,4160,5,0.1,6,Hamilton Zone,Main urban area,16,Hamilton City,3,Waikato Region
1387,510402,Chelsea,2,4230,5,0.1,2,Northern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1388,526601,Waikato Western Hills,2,4300,5,0.1,502,Rural (Incl.some Off Shore Islands),Rural area,13,Waikato District,3,Waikato Region
1389,522712,Murvale,2,4400,5,0.1,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1390,581260,Witherlea,2,5090,4,0.1,26,Blenheim,Main urban area,53,Marlborough District,18,Marlborough Region
1391,521502,Cockle Bay,2,5190,4,0.1,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1392,506903,Torbay,2,5330,4,0.1,2,Northern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1393,527131,Tamahere-Tauwhare,2,6110,3,0.1,6,Hamilton Zone,Main urban area,13,Waikato District,3,Waikato Region
1394,514600,Avondale South,2,6110,3,0.1,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
1395,615301,Inlet-Port Whangarei,1,0, -   , -   ,507,Inlet-in TA but not in Urban Area,Rural area,2,Whangarei District,1,Northland Region
1396,617704,Tidal-Eastern Bays,1,0, -   , -   ,507,Inlet-in TA but not in Urban Area,Rural area,76,Auckland,2,Auckland Region
1397,617605,Inlet-Manukau Harbour,1,0, -   , -   ,506,Inlet-not in TA,Rural area,76,Auckland,2,Auckland Region
1398,609027,Inland Water-Lake Wakatipu,1,0, -   , -   ,505,Inland Water not in Urban Area,Rural area,70,Queenstown-Lakes District,14,Otago Region
1399,623803,Oceanic-Tasman Region,1,0, -   , -   ,511,Oceanic,Rural area,51,Tasman District,16,Tasman Region
1400,617501,Oceanic-Auckland Region East,1,10,"1,000",19.1,510,Oceanic-in Region but not in TA,Rural area,76,Auckland,2,Auckland Region
1401,574303,Ngauranga West,1,10,"1,000",19.1,20,Wellington Zone,Main urban area,47,Wellington City,9,Wellington Region
1402,522605,Half Moon Bay Marina,1,10,"1,000",19.1,507,Inlet-in TA but not in Urban Area,Rural area,76,Auckland,2,Auckland Region
1403,501613,Bay of Islands,1,10,"1,000",19.1,507,Inlet-in TA but not in Urban Area,Rural area,1,Far North District,1,Northland Region
1404,617703,Tamaki Strait,1,20,500,9.6,506,Inlet-not in TA,Rural area,76,Auckland,2,Auckland Region
1405,574002,Ngauranga East,1,40,250,4.8,20,Wellington Zone,Main urban area,47,Wellington City,9,Wellington Region
1406,541503,Taharua,1,60,167,3.2,502,Rural (Incl.some Off Shore Islands),Rural area,21,Taupo District,6,Hawke's Bay Region
1407,584934,Greymouth Rural,1,80,125,2.4,502,Rural (Incl.some Off Shore Islands),Rural area,56,Grey District,12,West Coast Region
1408,606500,Benhar,1,100,100,1.9,502,Rural (Incl.some Off Shore Islands),Rural area,72,Clutha District,14,Otago Region
1409,559240,Koitiata,1,110,91,1.7,502,Rural (Incl.some Off Shore Islands),Rural area,38,Rangitikei District,8,Manawatu-Wanganui Region
